Text,Category,Gender,Comment React Number,Label
"আচ্ছা ভায়া, আজকের পাঁচ ওয়াক্ত নামাজের ভিতর কয় ওয়াক্ত নামাজ পড়ছেন??আচ্ছা ভায়া, আপনি কি আগে সাফা কবিরকে পীর, আউলিয়া কিংবা ইসলামী নারী সংস্থার সদস্য ভাবতেন যে, হঠাৎ করে সাফা পরকালকে বিশ্বাস করে না শুনে চমকে উঠলেন। চলচিত্র জগত- ছোট পর্দা কিংবা বড় পর্দার অভিনেতা বা অভিনেত্রীর কাছ থেকে আপনি কি ঈমানি দাওয়াত আশা করেন??বুঝলাম না ব্যাপারটা!!! সাফা আপনাকে জান্নাত কিংবা জাহান্নামে নিবে না সো, সাফার ব্যক্তিগত অভিমত সে বিশ্বাস করুক আর না করুক।হুদাই ইমান মজবুত করতে কমেন্ট বক্সে অমানুষের মত গালাগালি করে কোন লাভ নাই। অনেক হইছে চলেন ভায়া, এবার ইশার নামাজটা পড়ে আসি...",Actor,Female,1,Hate Speech
"কমেন্ট বক্সে যে ভাইয়া এবং আপুরা কমেন্ট করেন না কেন, সবাইকে আমার সালাম জানাই, আসসালামু আলাইকুম, ফেসবুকে সার্চ অপশনে 19 Minute School লিখে সার্চ করলেই প্রথম সারিতে এই পেজটা পেয়ে যাবেন, প্লিজ কোরআনকে ভালবেসে হলেও আমার আমন্ত্রণ গ্রহণ করুন,আমি চাই আমরা সবাই যেন পুরা রমজান মাসটা কুরআনের সাথে থাকতে পারি, ইনশাআল্লাহ। পেজটি খুঁজে পাবার সুবিধার্থে পেইজের লিঙ্ক নিচে দেওয়া হল:https://www.facebook.com/pg/mamunlu/posts/",Social,Male,1,Harassment
"মানুষ এখন বলদ না, যে হলে গিয়ে ছবি দেখবে।",Actor,Male,4,Harassment
"এই খানকি মাগি তরে চোইদ্দা পরে  কথা,,, মাগির ঘরের মাগি,,,,,, তর বোন রে সহকারে চোদি আমি, মাগি কোথাকার",Actor,Female,0,Sexual Aggression
তোর গুষ্টি চুদি তুই তোর ইমেজ বঝাই রাখার জন্য এখন এই ধরণের পোস্ট করচছ।তুই নাস্তিক তুই মাগি!!!,Actor,Female,6,Hate Speech
"বাইরে নয়,নয় গুরাফেরা,সুদুই গরে বসে,পরিবারের সবাইকে নিয়ে ভালভাবে ঈদের আানন্দ করোন ঈদ মোবারাক।",Singer,Female,1,Neutral
"নিজে সচেতন হই, এবং অন্যকে সচেতন করি, নিজে বাঁচুন, অন্যকে বাঁচতে সাহায্য করি।আল্লাহ সর্বোত্তম সাহায্যকারী।দোয়ার দরখাস্ত রহিল",Social,Male,0,Neutral
তিনি ভুল করেছেন ঠিক। আর তার জন্য চাওয়া তার ক্ষমাটাও যে ছোটোখাটো একটা নাটক তা বুঝায় যাচ্ছে। (আল্লাহর কাছে ক্ষমা চেতে ফেসবুক স্ট্যাটাস লাগে না)তবে আপনারা যারা নোংরা ভাষায় কথা বলছেন তারাও আহামরি আস্তিক না। উনি পরোকালে বিশ্বাস করেন না। আর আপনারা পরোকালে বিশ্বাস করেন কিন্তু তোয়াক্কা করেন না।সহজ বাঙলায় আপনারাও বিশ্বাস করেন না। বিশ্বাস করে থাকলে নোংরা ভাষা ব্যবহারের আগে আখিরাতের ভয়ে কলিজা কেপে উঠত।#ঠুংক_বিশ্বাসী,Actor,Female,0,Sexual Aggression
আল্লাহ হিদায়েত দিক,Actor,Female,0,Neutral
নিচ্চয় তুই নাস্তিক মুরাদ,Actor,Female,0,Hate Speech
আলহামদুলিল্লাহ খুবই ভালো উদ্যোগ নিশ্চয়ই আল্লাহ আমাদের সাথে আছে,Social,Male,1,Neutral
সবগুলি দেখা শেষ।,Singer,Male,1,Neutral
আল্লাহ তায়ালা আপ্নাকে ভালো রাখেন কামনা করি,Actor,Male,0,Neutral
আল্লাহ আপনাকে হেদায়েত দান করুকবুঝতে পারছেন এটাই অনেক,Actor,Female,1,Neutral
"আরে তামা পিতলের দাম না-ই, আর আলু কৈয়ের টাইম আছেরে, সালা পাগল,নাম দি কামকি।",Social,Male,0,Harassment
হাতে কি হলো,Actor,Female,0,Neutral
ডিবজল আর মাননার কনঠও নকল করা যায় এটা এমনাটা হয়নিত,Politician,Male,0,Neutral
"ওর বাপ কে সেটাও সে বিশ্বাস করেনা বিষেশ দ্রষ্টব্য ওর বাপ "" শাহরিয়ার কবির""",Actor,Female,0,Harassment
"পারলে কিছু,ডোনেট,করেন তারপর চাপাবাজী করেন, গাল চালো কোথাকার,মুখে মধু অন্তরে বিষ",Actor,Male,0,Harassment
খালি নাস্তিক নয় বেদিন ওর কবরে মুতে দিব,Actor,Female,2,Hate Speech
শুভ কামনা রইলো।,Actor,Male,0,Neutral
দেশ গড়েছেন শহীদ জিয়া নেত্রী মোদের খালেদা জিয়া ,Politician,Female,2,Neutral
কিরে মাগি কি অবস্থা তুর? তুইতো একটা উচ্চ লেভেলের মাগি তুরে গন্ডার দিয়ে তুচ্ছ করে চোদা উচিত।,Actor,Female,0,Sexual Aggression
কিঞ্চিৎ না! বহুত হাসাইছেন ভাইয়া,Singer,Male,0,Neutral
কমেন্ট দেখতে আইছি,Actor,Female,3,Neutral
এখন সজাগ হয়ে কি লাভ। আগে কি মাথায় ছিল না এসব ভাইরাল হওয়ার জন্য ত ইদানিং আপনারা খুলা মেলা পিক ফেসবুকে দেন। এখানে ভাইরালের জন্য এমন কথা না বললেই কি নিয়?,Actor,Female,5,Sexual Aggression
তুই নটি না আল্লাহকে বিশ্বাস করছ না তাইলে আবার বিচার দেস কেন,Actor,Female,1,Sexual Aggression
ভালো। আল্লাহর রহমত।,Sports,Male,1,Neutral
বাপকে বেটি।,Actor,Female,0,Neutral
সকালের সোনালী আলোয় মনের জানালা খুলে দেখো আজকের দিনটা কত সুন্দর… Good Morning,Actor,Female,0,Neutral
শুব কামনা রইল প্রিয়।,Actor,Male,1,Neutral
আসসালামু আলাইকুম সবাই কেমন আছেন। আল্লাহ আমাদেরকে করোনা ভাইরাস থেকে রক্ষা করুন,Actor,Male,1,Neutral
"কমেন্টে কিছু লিখলে যাতে ফ্রেন্ডলিস্টের অন্য কেউ সেটা দেখতে না পায়, সেটার একটা অপশন ফেসবুক কর্তৃপক্ষের রাখা উচিত।  মান-সম্মানের ভয়ে মনের কথাগুলো না লিখতে লিখতে কবে যে দমবন্ধ হয়ে হার্ট ফেইল হবে জানি না।",Actor,Female,2,Neutral
তুই কোন বাল জাহিদ খান রে। তুই কোনো নায়ক। নায়কতো হিরো আলম।  হিরো আলোম বাস্তবেও হিরো আলম।,Social,Male,0,Harassment
একটি শোক সংবাদ সাফা কবির আর আমাদের মাঝে নেইইন্না লিল্লাহি ওয়া ইন্না ইলাহির রজিউনকাল বাদ আসর সাফা কবিরের জানাজা বনারীর পুরানো ডুবার মাঠে অনুষ্টিত হবে.কোনো হুজুর তার জানাজার নামায পড়াতে চাচ্ছেন না বলে নোয়াখালি থেকে আগত ৬ বছরের একজন না বালক দিয়ে জানাজা পড়ানো হবে।আপনারা সবাই দলে দলে জোগদান করিয়া মরহুমার রুহ এর মাগফিরাত কামনা করুন,Actor,Female,1,Harassment
ছবিগুলো দেখলেই মন মেজাজ খারাপ হয়।,Actor,Female,24,Harassment
"নিজের ক্যারিয়ার রক্ষার্থে এবং মূর্খদের বাজে গালাগাল থেকে বাঁচতে আপনি যে ক্ষমা চাচ্ছেন তা ইসলামের দৃষ্টিতে সঠিক নয়।আপনি যদি ভুল করে থাকেন,হ্যাঁ অবশ্যই ভুল করেছেন।আপনার বক্তব্যের জন্য ক্ষমা চাইতে হলে আল্লাহর কাছে চান।মানুষের কাছে নয়।হলে প্রকৃত নাস্তিক হন।প্রকৃত নাস্তিকরা কোন ধর্মে বিশ্বাসী না। আপনিও সাফা বিপদে পড়লে আল্লাহ বলে ডাক দেন।আল্লাহ আপনাকে হেদায়েত দান করুক।অতিরিক্ত ঢং স্মার্টনেস প্রকাশ পায় না। শিক্ষিত আর স্মার্টনেস দুইটা দুই জিনিস। আল্লাহর কাছে বেশি বেশি তওবা করেন, যাতে আল্লাহ আপনাকে ক্ষমা করে দেয়।",Actor,Female,0,Hate Speech
"পাগল ছাগলের ছবি যদি শিল্পি সমিতি মুক্তি দেয় তবে চলচ্চিত্রের ও ১২টা বাজবে, দেশেরও দুর্নাম হবে।",Social,Male,1,Harassment
"শালা পাগলের জাত পাগল, হেডা আলম, চলচ্চিত্র বোর্ড কি বাল পালায়, ওর মুভি নিষিদ্ধ করেনা কেন",Social,Male,0,Harassment
হাহা বলদের ভক্ত মাতাল।।,Social,Male,0,Harassment
ল্যাংটা বাবা,Actor,Female,0,Sexual Aggression
একটি সেচ্ছায় রক্ত দান সংগঠনের পাবলিক গ্রুপের লিংক আপনিও এড হয়ে মানবতার কাজে অংশীদার হতে পারেন ।https://m.facebook.com/groups/420281445264444?refid=27&ref=opera_speed_dial,Social,Male,0,Sexual Aggression
"শালার ভাষায় ঠিক নাই টুকাইহইছে নায়ক,শালা পাগল।",Social,Male,0,Harassment
চুতমারানি তুই আমার মোটা জিনিস এর গুরা ছোট করলি,Actor,Female,3,Harassment
"সাফা কবির না দেখে কিছু বিশ্বাস করেনা তারমানে সাফা কমলাপুরের কোন একরাতের বেলুন বিস্ফোরণের ঘটনা থেকে জন্মগ্রহণ করেছে৷ কারণ তার জন্মের আগে কে থেকেছে তার মায়ের সাথে সে তা দেখে নি৷ কবির তাহলে পাতানো বাপ তুর, না হারামজাদী?",Actor,Female,2,Harassment
এই নাস্তিকের গুষ্টি,Actor,Female,0,Hate Speech
নাস্তিক...,Actor,Female,0,Hate Speech
এরে রামছাগল তুই কি আর মানুষ হবি না,Social,Male,1,Harassment
"একটা মানুষ ভূল করেছে,তারজন্য সে মাপ চেয়েছে,তারপরও যদি উনাকে গালি গালাজ করা হয় সেটা তো খারাপ,মানুষ ভূল করলে মহান আল্লাহতালায় মাপ করে না,যে মানুষ মাপ করতে পারেনা সে কী মানুষ না অন্য কিছু আরে জানোয়ারের চোখে কিন্তুু মানবতা আছে,আর একটা কথা বলি ইসলাম হলো শান্তির ধর্ম।",Actor,Female,1,Harassment
এ দেশ থেকে দূর হ নাস্তিক,Actor,Female,0,Hate Speech
ল্যাংটা ক্যান??!!,Actor,Female,0,Sexual Aggression
শুভ নববর্ষের শুভেচ্ছা,Actor,Female,0,Neutral
শালা মূর্খ,Social,Male,0,Harassment
তোর মত বাল ছাল রে আসা করি সালমান মুকতাদির এর মত পাছায় লাদি দিয়ে পাবলিক কুত্তার সামনে রেখে দিবে। যেন কুত্তায় তোরে এমন লাগান লাগাবে যে তুই বিশ্বাস না করে পারবি না,Actor,Female,0,Sexual Aggression
জায়েদ খাঁন কিসের নায়ক।না আছে চেহারা না আছে ভাল অভিনয়। hero Alom is Only hero Alom a,Social,Male,0,Harassment
প্রশ্ন: আপু তুমি যাকে বাবা বল সে তোমাকে জন্ম দিয়েছে এটা কি বিশ্বাস করো?উত্তর: না আমি একদমই বিশ্বাস করি না যা দেখি না তা বিশ্বাস করি না। অর্থাৎ আমি জারজ সন্তান।,Actor,Female,26,Sexual Aggression
জয় বাংলা ❤️❤️,Politician,Male,1,Neutral
তুমি ভাবছো তুমি চেলিব্রেটি।তুমি যা বলবা পাবলিক তাই বুঝবে।মাই ফুটতোমার দ্বারা এই কথা আশা করা যায়।কারন তোমারে দেখলেই মনে হয় কোয়ি মিল গায়া মুভির জাদুর মতো।এলিয়েন তুমি।,Actor,Female,2,Sexual Aggression
পুতুল হারাম না জায়েয ভাই ,Social,Male,0,Neutral
"জায়েদ খান, আমার বালের৷ হিরো সালা না পারে অভিনয় না পারে ডায়ালগ",Social,Male,0,Harassment
লখখা কবুতর লাকালাকা পরি আমাদের জমিনে পা রেখেছে,Actor,Female,0,Harassment
আহা!! নিজেকে নিজে সম্মান না দিলে মানুষতো আরো বেশি ছাগল ভাববে আপু ,Social,Female,6,Harassment
যারা মুর্খের মতো তারে গালি দিতেছেন তারা কি ভাই আসলেই অনেক ইসলামপ্রেমী? নবীজি কি ইহুদি দের কে বা নাস্তিক দের কে মা বাবা নিয়া বা এনি টাইপ গালি দিতে বলছে?,Actor,Female,6,Hate Speech
তাতে কারো যায় আসে  না?,Actor,Female,0,Neutral
চুল মানে বাল নেক্সটে এই বাল গুলা কেটে আসতে বলবেন,Actor,Female,4,Harassment
"মার্ক জাকারবার্গ খুব শীগ্রই বমি রিয়েক্ট চালু করতে যাচ্ছেন, বর্তমানে এটি তৈরি কাজ চলছে,,বমি রিয়েক্ট আসার সাথে সাথে এই ধরনের ছবি দেখলেই বসিয়ে দিবো",Social,Female,0,Neutral
"জেসিয়ার জামাই,,,যেমন বউ তার তেমনি জামাই",Social,Female,1,Harassment
"মিথিলা আপনার বাবা সৃজিত কি এগুলো মেনে নিবে।,,,বারোভাতারি",Actor,Female,0,Sexual Aggression
চাচা সৃজিতের টাইম শেষ,Actor,Female,1,Sexual Aggression
ওরে বারোভাতারি,Actor,Female,1,Harassment
বাল কারে কমু সব এক জাতের,Actor,Female,0,Harassment
সুন্দর দেহ পেয়ে আল্লাহুকে ভুলে যাওয়া ফেরাউন. নমরুদ আর ঈহুদি দের কাজ...আপনি তাদের মতো কথা বললেন,Actor,Female,0,Hate Speech
"তুই কেন পরকাল বিশ্বাস করস না,পরকাল না দেখার জন্য, যদি তাই হয়, তাহলে তুই তর মা বাবার বিয়ে দেখস নাই তাহলে কেমনে বলস ঐইটা তর মা ঐইটা তর বাবা,এটাওত হতে পারে তুই একটা জারজ সন্তান, এটাওত হতে পারে তুই কোন ফাটা কন্ডমের ফসল?",Actor,Female,0,Sexual Aggression
অপরুপা,Actor,Female,0,Neutral
এই নাস্তিকের সব নাটক বর্জ ন করা উচিত,Actor,Female,0,Hate Speech
অনেক নাইছ লাগচে,Actor,Female,0,Neutral
"আসসালামু আলাইকুম হুজুর, আপনাকে অনেক ধন্যবাদ, আমাদের এই সুন্দর দোয়াটি শিখানোর জন্য,আমাদের জন্য দোয়া করবেন,",Social,Male,5,Neutral
আল্লাহ বলেন এই দুনিয়ার মূল যদি একটি মশার ডানা পরিমাণ মূল থাকতো তাহলে কোন কাফের নাস্তিক দের কে এক ঢুক পানি প্রাণ করাতাম না,Actor,Female,1,Hate Speech
নাস্তিক যেখানে পাও সেখানেই হত্যা করো ওদের বেঁচে থাকার অধিকার নাই ✊✊✊✊,Actor,Female,1,Hate Speech
"তুই নষ্ট তুই ছাগলের বিশ্বাস করলেই কি না করলেই কি,,,,,",Actor,Female,0,Harassment
পাগলে কিনা কয় ছাগলে কিনা খায়,Actor,Female,0,Harassment
"নাম টি খুব সুন্দর, আজ থেকে ঐ নাম তর মানায় না।",Actor,Female,0,Neutral
বোকাচোদা,Actor,Female,0,Sexual Aggression
"আচিলে সখিনা, দেহ দিয়া হয়ে গেলি পরিমনি, আর এখন ভাব সুদানি দেইখা মনে হয় কম্বলের নিচে ডুইক্কা থাকি",Actor,Female,0,Neutral
তুমি সবসময় সুন্দর.,Actor,Female,0,Neutral
ঈদ মোবারক ও দোয়া রইলো ,Actor,Male,0,Neutral
আমার বাড়ির বুয়া সাফা চুতম্রানি তুই যদি এই পোস্টে আমার কমেন্ট দেখে তাকিস তাহলে মোটরের সুইচ দে বাতরুমে পানি নাই অনেক্ষন ধরে বসে আছি!,Actor,Female,0,Harassment
"ওহ ডিয়ার তোরে জাতি যেই হারে চুদিতেছে,, আজকের দিনে কতহাজারবার প্রেগনেন্ট হয়েছিস? ?এত স্টাইলের চুদার ঠ্যালা কেমনে নিচ্ছিস? ?? বুঝ সোনা চুদা কতপ্রকার ও কি কি ৷",Actor,Female,0,Sexual Aggression
শুধু ছবি তুলার জন্যা,Politician,Male,2,Neutral
খানকি মাগি তোর মত নাস্তিকের এই দেশে থাকার ওদিকার নেই,Actor,Female,1,Hate Speech
অনিকা অনিকা হুমম,Social,Male,0,Neutral
সালা গান্জা খোর আবাল,Social,Male,1,Harassment
"সালা পাগল টারে দেখলেই রাগ উঠে,, এটা নাকি নাচ, আর অভিনয়,",Social,Male,0,Harassment
"অবশ্যই আমি একজন মুসলিম এবং মানুষ,দেখুন প্রত্যেকেরই একটা ব্যক্তিগত মতাদর্শ আছে, সেই বিষয়ে তিনি মুক্ত। সে তার ব্যক্তিগত অভিমত জানিয়েছেন এবং ইসলামে আঘাত লাগে এমন কিছুই বলে নি। আচ্ছা রাসূল(স:) কী তাদের প্রহার কিংবা প্রচণ্ড নোংরা ভাষা ব্যবহার করতেন, যারা অবিশ্বাসী ছিলেন? মোটেই না, বরং তিনি প্রার্থনা করতেন যাতে সৃষ্টিকর্তা তাদেরকে সঠিক পথ দেখান। দেখুন,ব্যবহার এবং শালীনতা অনেক উঁচু মর্তবা,মুসলিম হিসেবে এটা আপনার দায়িত্ব যে,আপনার আচরণে ইসলাম যেন অসম্মানিত না হয়।",Actor,Female,8,Neutral
নাস্তিকের বংশধর। এই মুর্গির নতুন ভাষা প্রচলন।,Actor,Female,0,Hate Speech
"এটাইত বাংলাদেশের রাজনিতির প্রধান নিতি, সরকারের বিরূধে কোন কিছু বললেই অনেক কিছুই হয়ে যায়, অথচ যারা ধর্ম নিয়ে উলটা পালটা কথা বলে, সৃষ্টিকরতা কে অশিকার করে তাদের কে সরকার প্রোটোকল দেয়",Social,Male,0,Sexual Aggression
"জারজ সন্তানের কাছ থেকে এর চেয় ভলো কিছু আশা করা যায় না, কারণ ওর "" মা "" বলতে পারবে না ওর বাবা কে বা কয় জন",Social,Male,0,Sexual Aggression
ঠেলার নাম বাবাজী,Actor,Female,0,Harassment
বাদুরে চিনে কলা।,Politician,Male,0,Harassment
"তাবরেজ আনসারির বয়স ছিলো ২৪ বছর।মাত্র তিন বছর বয়সে তাঁর মা মারা যায়। ১০বছর বয়সে বাবাকে হারায় তাবরেজ আনসারি। মাত্র ১০বছর বয়সেই ওয়েল্ডিং এর কাজ করে সংসারের হাল ধরে সে। মাত্র দেড় মাস আগে বিয়ে করে ঘরে নতুন স্ত্রী এনেছিলো। স্ত্রী নিয়ে কর্মস্থল পুনেতে যাওয়ার জন্য গত ২৪ তারিখের টিকিটও কেটে রেখেছিলো। কিন্তু সে যাওয়া আর হলোনা।.তাবরেজ আনসারির বাড়ি বিজেপি শাসিত ঝাড়খন্ডে যেখানে গত চার বছরে প্রায় ১২ জন মুসলিমকে পিটিয়ে হত্যা করা হয়েছে।.তাবরেজ আনসারি।তাঁর নাম জানার পর মুসলিম হওয়ার কারণেই টানা ১৮ ঘণ্টা পেটানো হয়েছে তাঁকে। “জয় শ্রীরাম”, “জয় হনুমান” বলতে বাধ্য করা হয়েছে। ১৮ ঘণ্টা পেটানোর পর অজ্ঞান হয়ে গেলে পুলিশ এসে তাকে গ্রেফতার করে।মারাত্মকভাবে আহত হওয়ার পরেও তাকে হাসপাতালে নেয়া হয়নি। অসহ্য যন্ত্রণা ভোগ করে চারদিন পর তাঁর মৃত্যু হয়। বিজেপি, পুলিশ ও রাষ্ট্র মিলে তাঁকে হত্যা করেছে। .....মনে আছে ৮ বছর বয়সী আসিফার কথা?আসিফাকে অপহরণ করে একটা মন্দিরে রেখে টানা আট দিন ধরে ধর্ষণ করে বিজেপি/আরএসএস এর কর্মীরা। নির্যাতনে মারা যাবার পর আসিফার লাশ ফেলে রেখে যায় নরপশুরা। .বিবিসির প্রতিবেদন অনুসারে, নির্যাতনে আসিফার",Social,Male,0,Neutral
তুষার ইমরান বন্ধু করছিলি নাকি ডিজাইন ???,Sports,Male,0,Neutral
শালা বোকাচোদা হিরো আলম কি অভিনয় করস,Social,Male,0,Sexual Aggression
চুদিরভাই বাঁশ চেনো বাঁশ দেবো,Social,Male,0,Sexual Aggression
ফেসবুক প্রোফাইল হ্যাক এর জন্য আল্লাহ্‌র কাছে বিচার☺☺(আর যদি ভুল করে থাকে) আপনি কি সিওর না যে ভুল করেছেন??,Actor,Female,1,Sexual Aggression
"জিবনে কি বালডা ফালাইলাম এক হিরো আলমের পিছে মেয়ের অভাব নাই,,,",Social,Male,2,Harassment
নটিরপুত তোর মা আর বাপে চোদাচুদি কইরা তোরে জনমো দেয়নাই তুই আকাশ থেকে ছিটকে পরছিস তাই তুই নাসতিক,Actor,Female,0,Sexual Aggression
তুই আসলই একটা বেস্যা,Actor,Female,0,Sexual Aggression
মুসলিম রা যেখানে থাকবে দাঙ্গা লাগাবেই এটা কমন ব্যাপার,Social,Female,42,Hate Speech
"আপনার ফেসবুক আইডি যে হ্যাক হইছে নিজের চোখে তুহ দেখেন নি! তাহলে বিশ্বাস করে,প্রচার করছেন কেন আমাদের কাছে?আর হ্যা....যার পরকালে বিশ্বাস নেই, তার কেমন আল্লাহতালার উপর বিশ্বাস আছে তা আমরা ভাল করেই জানি....এবং জনপ্রিয়তা ফিরে পাওয়ার জন্য লোক দেখানো ধর্মপ্রবণতা আমাদের না দেখালেও চলবে.....কারণ আমরা এত বোকা না।#boycott_safa_kabir",Actor,Female,3,Sexual Aggression
পাগলাগারদ ,Singer,Male,0,Harassment
শয়তান পাগল,Social,Male,0,Harassment
গান শুনে ভেতরটা কেপে উঠলো.....,Singer,Male,0,Neutral
"সাফাকবির কে জন্মদিয়েছে কে,,,??সেটাও তো সে দেখে নাই,,তো বাবা নির্ধারণ করলো কেমনে.???কারন সে তো যা দেখে না তা বিশ্বাস করে না",Actor,Female,3,Harassment
সেকেন্ড ১০ থেকে ১২ টি কমেন্ট ভেসে উঠছেসব কমেন্ট এখন শুধু তোমাকে নাস্তিক.....,Actor,Female,0,Hate Speech
নীল শাড়ি হলে আরো ভালো লাগতো,Sports,Female,0,Neutral
এই শতাব্দীর সেরা খেলোয়াড়,Actor,Female,0,Neutral
জুতা দিয়া বাইরা জায়েদ  খানকে মাগির পুত,Social,Male,0,Violent Extremism
আসলে মাল খেয়ে টাল,Actor,Female,0,Sexual Aggression
হাসি খুশি থাকা ভালো,Sports,Female,0,Neutral
"তর জন্ম কিভাবে হইচে তা কেই দেখে নাই,,, তাহলে আমারা কি ধরে নিব তুই ****",Actor,Female,0,Sexual Aggression
"তর জন্মের বৈধতা নিয়ে আমার সন্দেহ আছে, কারন আমি দেখি নাই",Actor,Female,0,Sexual Aggression
অসম্ভব সুন্দর লাগছে মিথিলা আপু।,Actor,Female,1,Neutral
"মুরগী চোর শাহরিয়া কবিরের ছোট মেয়ে,যেমন বাবা তেমন সন্তান নাস্তিকের ঘরে নাস্তিক",Actor,Female,0,Hate Speech
"কেউ ভুল করলে তাকে এই ভাবে আক্রমণ করা ইসলামী দৃষ্টিকোণ থেকে একদম নিষেধ।আল্লাহ বলেন,""তোমরা তাদের আমার দিকে ডাক উত্তম পন্থায়""আল্লাহর পথে ভুল করনেওয়ালাদের সুন্দর ও নরম ভাষায় ডাকতে হবে।আল্লাহ বুঝার তৌফিক দান করুক...আমিন",Actor,Female,0,Neutral
তো আমরা কী করবো? আপনার বাসায় আমাদের দাওয়াত দিচ্ছেন নাকি?,Actor,Female,0,Harassment
হিজড়া টাকে বাদ দিলে হতো না..,Singer,Male,1,Sexual Aggression
তাহলে কি সুজিত দা বাদ???,Actor,Female,0,Harassment
নামের আগে এম পি লাগানোর মানে কি এরপর প্রেসিডেন্ট ইলেকশন করে নামের আগে প্রেসিডেন্ট লাগাইবে ছাগলে,Social,Male,0,Harassment
"জাতির অবৈধ,,  ভাগিনা,, চোরে চোর চিনে তোমরা- তো বড় চোর",Politician,Male,1,Neutral
"ক্ষমা এতই সহজ!যে, ফেইসবুকে একটা দেওয়ার মাধ্যমেই ক্ষমা করে দিবে।আফসোস! আপনারা, আপনাদের ক্যারিয়ারের জন্য সবি করতে পারেন।দেখছি তো! নাটক সিনামায় কি না করছেন?",Actor,Female,1,Sexual Aggression
অবশ্যই অাইনের অাওতায় নিয়ে অাসা উচিৎ! এইসব কিট! গুলাকে!,Social,Female,0,Violent Extremism
হিরো আলম ঠিক আছে চেহারা খারাপ থাকলেই সবকিছু না হিরো আলম কালো হতে পারে কিন্তু তার মন মানসিকতা অনেক ভালো আর মিসা ও জাহেদ সেতো গাদ্দার কিছুদিন আগে যে নির্বাচন হয়েছে সেটাতে মৌসুমীর সাথে গাদ্দারি করছে সবাই মিলে কাজ করেন চলচ্চিত্রের উন্নয়ন করেন আর এভাবে গাদ্দারী করলে কিছুই করতে পারবে না কেউ,Social,Male,0,Harassment
আপ্নি একজন মুসলিম হয়ে কিভাবে এই জঘণ্য কথা বলতে পারেন...আপনি নাস্তিক কাফিরের পরিচয় দিলেন...এবং নিজেই সমালোচনার জন্ম দিলেন আর নিজেন জনপ্রিয়তার গাঁয়ে কাধাঁ লাগালেন...!,Actor,Female,0,Hate Speech
জারজ এর বাচ্চা বলে কি?,Actor,Female,0,Sexual Aggression
তুই কি কনো দিন তোর বাপ মায়ের চোদা চোদি দেখিস  তাহলে বাবা বলে ডাকিস কেন,Actor,Female,0,Sexual Aggression
ইন'শা আল্লাহ,Social,Male,1,Neutral
অস্থির মামা Sheikh Jubaer,Social,Female,0,Neutral
বিদায় নাস্তিকতা,Actor,Female,3,Hate Speech
কোনো এক বিকেলে নীল শাড়ি দিলে ভালো হইতো,Singer,Male,1,Neutral
হলুদিয়া সৃজিতা,Actor,Female,0,Harassment
শুটকি,Social,Female,0,Harassment
"নাস্তিক, তুর উপর গযব আসুক",Actor,Female,0,Hate Speech
তোর মতন নাস্তিকের নাটক দেখমু না।,Actor,Female,0,Hate Speech
সাফা খলিফা From Bangladesh,Actor,Female,0,Harassment
"সাফার নাটক আমি একটাও দেখি নাই,,, সালি তো পিচ্ছি পুলাপাইন ওরে সিফাত কাক্কুর কাছে immediately পাঠিয়ে দাও পরে আমাদের কাক্কু বিষয় টা বুঝবো ,,, ফহিন্নি সালি",Actor,Female,0,Harassment
গান আর গানের অভিনয় না বুঝা আমি ,Singer,Male,0,Harassment
আবার দেখা মিলে গেল নতুন নাস্তিকের।,Actor,Female,0,Hate Speech
জয় বঙ্গবন্ধু,Politician,Male,0,Neutral
"জায়েদ খান কি বাল খান আমি তারে চিনলাম হিরু আলমের লাইভে, আর এইসব আবাল খান এর জন্য বাংলাদেশের চলচ্চিত্র নষ্ট হয়ে যাচ্ছে।",Social,Male,0,Harassment
কিরে নাস্তিক তুই তো পরকাল কে বিশ্বাস করিস না। তাহলে আল্লাহর কাছে বিচার চাস কেনো????,Actor,Female,1,Hate Speech
আল্লাহ আপনাকে হেদায়েত করুক।আমিন,Actor,Female,0,Neutral
তোমারটার সাইজ এখন কতো?,Actor,Male,1,Sexual Aggression
তাজা আবাল,Social,Male,0,Harassment
অার ভালবাসবো তোমায়?,Actor,Female,0,Neutral
বাবার নাম কি ?শাহরিয়ার কবির না কি ?,Actor,Female,2,Neutral
হুদাই সময় নষ্ট,Singer,Male,0,Neutral
তুই মনে হয় নিজেরে নিজে চোদস...! এটাকে কি বলে জানস?   এটাকে বলে আত্মচোদা!!!মহামনিষী শ্রী শাউয়া লাল শাহা বলেন-আত্মচোদা'স আর ওয়ান কাইন্ড অফ কুমড়াচোদা।সামটাইম ইউ ক্যান কল্ড দেম বকরিচোদা..,Actor,Female,1,Sexual Aggression
কচি একটা মেয়ে,Actor,Female,0,Sexual Aggression
মাগির বেটি কি মুসলিম না  ইহুদি,Actor,Female,0,Sexual Aggression
